date,year,quarter,month,month_name,day,day_of_week,day_name,is_weekend,week_of_year
2021-04-21,2021,2,4,April,21,2,Wednesday,False,16
2021-04-22,2021,2,4,April,22,3,Thursday,False,16
2021-04-23,2021,2,4,April,23,4,Friday,False,16
2021-04-24,2021,2,4,April,24,5,Saturday,True,16
2021-04-25,2021,2,4,April,25,6,Sunday,True,16
2021-04-26,2021,2,4,April,26,0,Monday,False,17
2021-04-27,2021,2,4,April,27,1,Tuesday,False,17
2021-04-28,2021,2,4,April,28,2,Wednesday,False,17
2021-04-29,2021,2,4,April,29,3,Thursday,False,17
2021-04-30,2021,2,4,April,30,4,Friday,False,17
2021-05-01,2021,2,5,May,1,5,Saturday,True,17
2021-05-02,2021,2,5,May,2,6,Sunday,True,17
2021-05-03,2021,2,5,May,3,0,Monday,False,18
2021-05-04,2021,2,5,May,4,1,Tuesday,False,18
2021-05-05,2021,2,5,May,5,2,Wednesday,False,18
2021-05-06,2021,2,5,May,6,3,Thursday,False,18
2021-05-07,2021,2,5,May,7,4,Friday,False,18
2021-05-08,2021,2,5,May,8,5,Saturday,True,18
2021-05-09,2021,2,5,May,9,6,Sunday,True,18
2021-05-10,2021,2,5,May,10,0,Monday,False,19
2021-05-11,2021,2,5,May,11,1,Tuesday,False,19
2021-05-12,2021,2,5,May,12,2,Wednesday,False,19
2021-05-13,2021,2,5,May,13,3,Thursday,False,19
2021-05-14,2021,2,5,May,14,4,Friday,False,19
2021-05-15,2021,2,5,May,15,5,Saturday,True,19
2021-05-16,2021,2,5,May,16,6,Sunday,True,19
2021-05-17,2021,2,5,May,17,0,Monday,False,20
2021-05-18,2021,2,5,May,18,1,Tuesday,False,20
2021-05-19,2021,2,5,May,19,2,Wednesday,False,20
2021-05-20,2021,2,5,May,20,3,Thursday,False,20
2021-05-21,2021,2,5,May,21,4,Friday,False,20
2021-05-22,2021,2,5,May,22,5,Saturday,True,20
2021-05-23,2021,2,5,May,23,6,Sunday,True,20
2021-05-24,2021,2,5,May,24,0,Monday,False,21
2021-05-25,2021,2,5,May,25,1,Tuesday,False,21
2021-05-26,2021,2,5,May,26,2,Wednesday,False,21
2021-05-27,2021,2,5,May,27,3,Thursday,False,21
2021-05-28,2021,2,5,May,28,4,Friday,False,21
2021-05-29,2021,2,5,May,29,5,Saturday,True,21
2021-05-30,2021,2,5,May,30,6,Sunday,True,21
2021-05-31,2021,2,5,May,31,0,Monday,False,22
2021-06-01,2021,2,6,June,1,1,Tuesday,False,22
2021-06-02,2021,2,6,June,2,2,Wednesday,False,22
2021-06-03,2021,2,6,June,3,3,Thursday,False,22
2021-06-04,2021,2,6,June,4,4,Friday,False,22
2021-06-05,2021,2,6,June,5,5,Saturday,True,22
2021-06-06,2021,2,6,June,6,6,Sunday,True,22
2021-06-07,2021,2,6,June,7,0,Monday,False,23
2021-06-08,2021,2,6,June,8,1,Tuesday,False,23
2021-06-09,2021,2,6,June,9,2,Wednesday,False,23
2021-06-10,2021,2,6,June,10,3,Thursday,False,23
2021-06-11,2021,2,6,June,11,4,Friday,False,23
2021-06-12,2021,2,6,June,12,5,Saturday,True,23
2021-06-13,2021,2,6,June,13,6,Sunday,True,23
2021-06-14,2021,2,6,June,14,0,Monday,False,24
2021-06-15,2021,2,6,June,15,1,Tuesday,False,24
2021-06-16,2021,2,6,June,16,2,Wednesday,False,24
2021-06-17,2021,2,6,June,17,3,Thursday,False,24
2021-06-18,2021,2,6,June,18,4,Friday,False,24
2021-06-19,2021,2,6,June,19,5,Saturday,True,24
2021-06-20,2021,2,6,June,20,6,Sunday,True,24
2021-06-21,2021,2,6,June,21,0,Monday,False,25
2021-06-22,2021,2,6,June,22,1,Tuesday,False,25
2021-06-23,2021,2,6,June,23,2,Wednesday,False,25
2021-06-24,2021,2,6,June,24,3,Thursday,False,25
2021-06-25,2021,2,6,June,25,4,Friday,False,25
2021-06-26,2021,2,6,June,26,5,Saturday,True,25
2021-06-27,2021,2,6,June,27,6,Sunday,True,25
2021-06-28,2021,2,6,June,28,0,Monday,False,26
2021-06-29,2021,2,6,June,29,1,Tuesday,False,26
2021-06-30,2021,2,6,June,30,2,Wednesday,False,26
2021-07-01,2021,3,7,July,1,3,Thursday,False,26
2021-07-02,2021,3,7,July,2,4,Friday,False,26
2021-07-03,2021,3,7,July,3,5,Saturday,True,26
2021-07-04,2021,3,7,July,4,6,Sunday,True,26
2021-07-05,2021,3,7,July,5,0,Monday,False,27
2021-07-06,2021,3,7,July,6,1,Tuesday,False,27
2021-07-07,2021,3,7,July,7,2,Wednesday,False,27
2021-07-08,2021,3,7,July,8,3,Thursday,False,27
2021-07-09,2021,3,7,July,9,4,Friday,False,27
2021-07-10,2021,3,7,July,10,5,Saturday,True,27
2021-07-11,2021,3,7,July,11,6,Sunday,True,27
2021-07-12,2021,3,7,July,12,0,Monday,False,28
2021-07-13,2021,3,7,July,13,1,Tuesday,False,28
2021-07-14,2021,3,7,July,14,2,Wednesday,False,28
2021-07-15,2021,3,7,July,15,3,Thursday,False,28
2021-07-16,2021,3,7,July,16,4,Friday,False,28
2021-07-17,2021,3,7,July,17,5,Saturday,True,28
2021-07-18,2021,3,7,July,18,6,Sunday,True,28
2021-07-19,2021,3,7,July,19,0,Monday,False,29
2021-07-20,2021,3,7,July,20,1,Tuesday,False,29
2021-07-21,2021,3,7,July,21,2,Wednesday,False,29
2021-07-22,2021,3,7,July,22,3,Thursday,False,29
2021-07-23,2021,3,7,July,23,4,Friday,False,29
2021-07-24,2021,3,7,July,24,5,Saturday,True,29
2021-07-25,2021,3,7,July,25,6,Sunday,True,29
2021-07-26,2021,3,7,July,26,0,Monday,False,30
2021-07-27,2021,3,7,July,27,1,Tuesday,False,30
2021-07-28,2021,3,7,July,28,2,Wednesday,False,30
2021-07-29,2021,3,7,July,29,3,Thursday,False,30
2021-07-30,2021,3,7,July,30,4,Friday,False,30
2021-07-31,2021,3,7,July,31,5,Saturday,True,30
2021-08-01,2021,3,8,August,1,6,Sunday,True,30
2021-08-02,2021,3,8,August,2,0,Monday,False,31
2021-08-03,2021,3,8,August,3,1,Tuesday,False,31
2021-08-04,2021,3,8,August,4,2,Wednesday,False,31
2021-08-05,2021,3,8,August,5,3,Thursday,False,31
2021-08-06,2021,3,8,August,6,4,Friday,False,31
2021-08-07,2021,3,8,August,7,5,Saturday,True,31
2021-08-08,2021,3,8,August,8,6,Sunday,True,31
2021-08-09,2021,3,8,August,9,0,Monday,False,32
2021-08-10,2021,3,8,August,10,1,Tuesday,False,32
2021-08-11,2021,3,8,August,11,2,Wednesday,False,32
2021-08-12,2021,3,8,August,12,3,Thursday,False,32
2021-08-13,2021,3,8,August,13,4,Friday,False,32
2021-08-14,2021,3,8,August,14,5,Saturday,True,32
2021-08-15,2021,3,8,August,15,6,Sunday,True,32
2021-08-16,2021,3,8,August,16,0,Monday,False,33
2021-08-17,2021,3,8,August,17,1,Tuesday,False,33
2021-08-18,2021,3,8,August,18,2,Wednesday,False,33
2021-08-19,2021,3,8,August,19,3,Thursday,False,33
2021-08-20,2021,3,8,August,20,4,Friday,False,33
2021-08-21,2021,3,8,August,21,5,Saturday,True,33
2021-08-22,2021,3,8,August,22,6,Sunday,True,33
2021-08-23,2021,3,8,August,23,0,Monday,False,34
2021-08-24,2021,3,8,August,24,1,Tuesday,False,34
2021-08-25,2021,3,8,August,25,2,Wednesday,False,34
2021-08-26,2021,3,8,August,26,3,Thursday,False,34
2021-08-27,2021,3,8,August,27,4,Friday,False,34
2021-08-28,2021,3,8,August,28,5,Saturday,True,34
2021-08-29,2021,3,8,August,29,6,Sunday,True,34
2021-08-30,2021,3,8,August,30,0,Monday,False,35
2021-08-31,2021,3,8,August,31,1,Tuesday,False,35
2021-09-01,2021,3,9,September,1,2,Wednesday,False,35
2021-09-02,2021,3,9,September,2,3,Thursday,False,35
2021-09-03,2021,3,9,September,3,4,Friday,False,35
2021-09-04,2021,3,9,September,4,5,Saturday,True,35
2021-09-05,2021,3,9,September,5,6,Sunday,True,35
2021-09-06,2021,3,9,September,6,0,Monday,False,36
2021-09-07,2021,3,9,September,7,1,Tuesday,False,36
2021-09-08,2021,3,9,September,8,2,Wednesday,False,36
2021-09-09,2021,3,9,September,9,3,Thursday,False,36
2021-09-10,2021,3,9,September,10,4,Friday,False,36
2021-09-11,2021,3,9,September,11,5,Saturday,True,36
2021-09-12,2021,3,9,September,12,6,Sunday,True,36
2021-09-13,2021,3,9,September,13,0,Monday,False,37
2021-09-14,2021,3,9,September,14,1,Tuesday,False,37
2021-09-15,2021,3,9,September,15,2,Wednesday,False,37
2021-09-16,2021,3,9,September,16,3,Thursday,False,37
2021-09-17,2021,3,9,September,17,4,Friday,False,37
2021-09-18,2021,3,9,September,18,5,Saturday,True,37
2021-09-19,2021,3,9,September,19,6,Sunday,True,37
2021-09-20,2021,3,9,September,20,0,Monday,False,38
2021-09-21,2021,3,9,September,21,1,Tuesday,False,38
2021-09-22,2021,3,9,September,22,2,Wednesday,False,38
2021-09-23,2021,3,9,September,23,3,Thursday,False,38
2021-09-24,2021,3,9,September,24,4,Friday,False,38
2021-09-25,2021,3,9,September,25,5,Saturday,True,38
2021-09-26,2021,3,9,September,26,6,Sunday,True,38
2021-09-27,2021,3,9,September,27,0,Monday,False,39
2021-09-28,2021,3,9,September,28,1,Tuesday,False,39
2021-09-29,2021,3,9,September,29,2,Wednesday,False,39
2021-09-30,2021,3,9,September,30,3,Thursday,False,39
2021-10-01,2021,4,10,October,1,4,Friday,False,39
2021-10-02,2021,4,10,October,2,5,Saturday,True,39
2021-10-03,2021,4,10,October,3,6,Sunday,True,39
2021-10-04,2021,4,10,October,4,0,Monday,False,40
2021-10-05,2021,4,10,October,5,1,Tuesday,False,40
2021-10-06,2021,4,10,October,6,2,Wednesday,False,40
2021-10-07,2021,4,10,October,7,3,Thursday,False,40
2021-10-08,2021,4,10,October,8,4,Friday,False,40
2021-10-09,2021,4,10,October,9,5,Saturday,True,40
2021-10-10,2021,4,10,October,10,6,Sunday,True,40
2021-10-11,2021,4,10,October,11,0,Monday,False,41
2021-10-12,2021,4,10,October,12,1,Tuesday,False,41
2021-10-13,2021,4,10,October,13,2,Wednesday,False,41
2021-10-14,2021,4,10,October,14,3,Thursday,False,41
2021-10-15,2021,4,10,October,15,4,Friday,False,41
2021-10-16,2021,4,10,October,16,5,Saturday,True,41
2021-10-17,2021,4,10,October,17,6,Sunday,True,41
2021-10-18,2021,4,10,October,18,0,Monday,False,42
2021-10-19,2021,4,10,October,19,1,Tuesday,False,42
2021-10-20,2021,4,10,October,20,2,Wednesday,False,42
2021-10-21,2021,4,10,October,21,3,Thursday,False,42
2021-10-22,2021,4,10,October,22,4,Friday,False,42
2021-10-23,2021,4,10,October,23,5,Saturday,True,42
2021-10-24,2021,4,10,October,24,6,Sunday,True,42
2021-10-25,2021,4,10,October,25,0,Monday,False,43
2021-10-26,2021,4,10,October,26,1,Tuesday,False,43
2021-10-27,2021,4,10,October,27,2,Wednesday,False,43
2021-10-28,2021,4,10,October,28,3,Thursday,False,43
2021-10-29,2021,4,10,October,29,4,Friday,False,43
2021-10-30,2021,4,10,October,30,5,Saturday,True,43
2021-10-31,2021,4,10,October,31,6,Sunday,True,43
2021-11-01,2021,4,11,November,1,0,Monday,False,44
2021-11-02,2021,4,11,November,2,1,Tuesday,False,44
2021-11-03,2021,4,11,November,3,2,Wednesday,False,44
2021-11-04,2021,4,11,November,4,3,Thursday,False,44
2021-11-05,2021,4,11,November,5,4,Friday,False,44
2021-11-06,2021,4,11,November,6,5,Saturday,True,44
2021-11-07,2021,4,11,November,7,6,Sunday,True,44
2021-11-08,2021,4,11,November,8,0,Monday,False,45
2021-11-09,2021,4,11,November,9,1,Tuesday,False,45
2021-11-10,2021,4,11,November,10,2,Wednesday,False,45
2021-11-11,2021,4,11,November,11,3,Thursday,False,45
2021-11-12,2021,4,11,November,12,4,Friday,False,45
2021-11-13,2021,4,11,November,13,5,Saturday,True,45
2021-11-14,2021,4,11,November,14,6,Sunday,True,45
2021-11-15,2021,4,11,November,15,0,Monday,False,46
2021-11-16,2021,4,11,November,16,1,Tuesday,False,46
2021-11-17,2021,4,11,November,17,2,Wednesday,False,46
2021-11-18,2021,4,11,November,18,3,Thursday,False,46
2021-11-19,2021,4,11,November,19,4,Friday,False,46
2021-11-20,2021,4,11,November,20,5,Saturday,True,46
2021-11-21,2021,4,11,November,21,6,Sunday,True,46
2021-11-22,2021,4,11,November,22,0,Monday,False,47
2021-11-23,2021,4,11,November,23,1,Tuesday,False,47
2021-11-24,2021,4,11,November,24,2,Wednesday,False,47
2021-11-25,2021,4,11,November,25,3,Thursday,False,47
2021-11-26,2021,4,11,November,26,4,Friday,False,47
2021-11-27,2021,4,11,November,27,5,Saturday,True,47
2021-11-28,2021,4,11,November,28,6,Sunday,True,47
2021-11-29,2021,4,11,November,29,0,Monday,False,48
2021-11-30,2021,4,11,November,30,1,Tuesday,False,48
2021-12-01,2021,4,12,December,1,2,Wednesday,False,48
2021-12-02,2021,4,12,December,2,3,Thursday,False,48
2021-12-03,2021,4,12,December,3,4,Friday,False,48
2021-12-04,2021,4,12,December,4,5,Saturday,True,48
2021-12-05,2021,4,12,December,5,6,Sunday,True,48
2021-12-06,2021,4,12,December,6,0,Monday,False,49
2021-12-07,2021,4,12,December,7,1,Tuesday,False,49
2021-12-08,2021,4,12,December,8,2,Wednesday,False,49
2021-12-09,2021,4,12,December,9,3,Thursday,False,49
2021-12-10,2021,4,12,December,10,4,Friday,False,49
2021-12-11,2021,4,12,December,11,5,Saturday,True,49
2021-12-12,2021,4,12,December,12,6,Sunday,True,49
2021-12-13,2021,4,12,December,13,0,Monday,False,50
2021-12-14,2021,4,12,December,14,1,Tuesday,False,50
2021-12-15,2021,4,12,December,15,2,Wednesday,False,50
2021-12-16,2021,4,12,December,16,3,Thursday,False,50
2021-12-17,2021,4,12,December,17,4,Friday,False,50
2021-12-18,2021,4,12,December,18,5,Saturday,True,50
2021-12-19,2021,4,12,December,19,6,Sunday,True,50
2021-12-20,2021,4,12,December,20,0,Monday,False,51
2021-12-21,2021,4,12,December,21,1,Tuesday,False,51
2021-12-22,2021,4,12,December,22,2,Wednesday,False,51
2021-12-23,2021,4,12,December,23,3,Thursday,False,51
2021-12-24,2021,4,12,December,24,4,Friday,False,51
2021-12-25,2021,4,12,December,25,5,Saturday,True,51
2021-12-26,2021,4,12,December,26,6,Sunday,True,51
2021-12-27,2021,4,12,December,27,0,Monday,False,52
2021-12-28,2021,4,12,December,28,1,Tuesday,False,52
2021-12-29,2021,4,12,December,29,2,Wednesday,False,52
2021-12-30,2021,4,12,December,30,3,Thursday,False,52
2021-12-31,2021,4,12,December,31,4,Friday,False,52
2022-01-01,2022,1,1,January,1,5,Saturday,True,52
2022-01-02,2022,1,1,January,2,6,Sunday,True,52
2022-01-03,2022,1,1,January,3,0,Monday,False,1
2022-01-04,2022,1,1,January,4,1,Tuesday,False,1
2022-01-05,2022,1,1,January,5,2,Wednesday,False,1
2022-01-06,2022,1,1,January,6,3,Thursday,False,1
2022-01-07,2022,1,1,January,7,4,Friday,False,1
2022-01-08,2022,1,1,January,8,5,Saturday,True,1
2022-01-09,2022,1,1,January,9,6,Sunday,True,1
2022-01-10,2022,1,1,January,10,0,Monday,False,2
2022-01-11,2022,1,1,January,11,1,Tuesday,False,2
2022-01-12,2022,1,1,January,12,2,Wednesday,False,2
2022-01-13,2022,1,1,January,13,3,Thursday,False,2
2022-01-14,2022,1,1,January,14,4,Friday,False,2
2022-01-15,2022,1,1,January,15,5,Saturday,True,2
2022-01-16,2022,1,1,January,16,6,Sunday,True,2
2022-01-17,2022,1,1,January,17,0,Monday,False,3
2022-01-18,2022,1,1,January,18,1,Tuesday,False,3
2022-01-19,2022,1,1,January,19,2,Wednesday,False,3
2022-01-20,2022,1,1,January,20,3,Thursday,False,3
2022-01-21,2022,1,1,January,21,4,Friday,False,3
2022-01-22,2022,1,1,January,22,5,Saturday,True,3
2022-01-23,2022,1,1,January,23,6,Sunday,True,3
2022-01-24,2022,1,1,January,24,0,Monday,False,4
2022-01-25,2022,1,1,January,25,1,Tuesday,False,4
2022-01-26,2022,1,1,January,26,2,Wednesday,False,4
2022-01-27,2022,1,1,January,27,3,Thursday,False,4
2022-01-28,2022,1,1,January,28,4,Friday,False,4
2022-01-29,2022,1,1,January,29,5,Saturday,True,4
2022-01-30,2022,1,1,January,30,6,Sunday,True,4
2022-01-31,2022,1,1,January,31,0,Monday,False,5
2022-02-01,2022,1,2,February,1,1,Tuesday,False,5
2022-02-02,2022,1,2,February,2,2,Wednesday,False,5
2022-02-03,2022,1,2,February,3,3,Thursday,False,5
2022-02-04,2022,1,2,February,4,4,Friday,False,5
2022-02-05,2022,1,2,February,5,5,Saturday,True,5
2022-02-06,2022,1,2,February,6,6,Sunday,True,5
2022-02-07,2022,1,2,February,7,0,Monday,False,6
2022-02-08,2022,1,2,February,8,1,Tuesday,False,6
2022-02-09,2022,1,2,February,9,2,Wednesday,False,6
2022-02-10,2022,1,2,February,10,3,Thursday,False,6
2022-02-11,2022,1,2,February,11,4,Friday,False,6
2022-02-12,2022,1,2,February,12,5,Saturday,True,6
2022-02-13,2022,1,2,February,13,6,Sunday,True,6
2022-02-14,2022,1,2,February,14,0,Monday,False,7
2022-02-15,2022,1,2,February,15,1,Tuesday,False,7
2022-02-16,2022,1,2,February,16,2,Wednesday,False,7
2022-02-17,2022,1,2,February,17,3,Thursday,False,7
2022-02-18,2022,1,2,February,18,4,Friday,False,7
2022-02-19,2022,1,2,February,19,5,Saturday,True,7
2022-02-20,2022,1,2,February,20,6,Sunday,True,7
2022-02-21,2022,1,2,February,21,0,Monday,False,8
2022-02-22,2022,1,2,February,22,1,Tuesday,False,8
2022-02-23,2022,1,2,February,23,2,Wednesday,False,8
2022-02-24,2022,1,2,February,24,3,Thursday,False,8
2022-02-25,2022,1,2,February,25,4,Friday,False,8
2022-02-26,2022,1,2,February,26,5,Saturday,True,8
2022-02-27,2022,1,2,February,27,6,Sunday,True,8
2022-02-28,2022,1,2,February,28,0,Monday,False,9
2022-03-01,2022,1,3,March,1,1,Tuesday,False,9
2022-03-02,2022,1,3,March,2,2,Wednesday,False,9
2022-03-03,2022,1,3,March,3,3,Thursday,False,9
2022-03-04,2022,1,3,March,4,4,Friday,False,9
2022-03-05,2022,1,3,March,5,5,Saturday,True,9
2022-03-06,2022,1,3,March,6,6,Sunday,True,9
2022-03-07,2022,1,3,March,7,0,Monday,False,10
2022-03-08,2022,1,3,March,8,1,Tuesday,False,10
2022-03-09,2022,1,3,March,9,2,Wednesday,False,10
2022-03-10,2022,1,3,March,10,3,Thursday,False,10
2022-03-11,2022,1,3,March,11,4,Friday,False,10
2022-03-12,2022,1,3,March,12,5,Saturday,True,10
2022-03-13,2022,1,3,March,13,6,Sunday,True,10
2022-03-14,2022,1,3,March,14,0,Monday,False,11
2022-03-15,2022,1,3,March,15,1,Tuesday,False,11
2022-03-16,2022,1,3,March,16,2,Wednesday,False,11
2022-03-17,2022,1,3,March,17,3,Thursday,False,11
2022-03-18,2022,1,3,March,18,4,Friday,False,11
2022-03-19,2022,1,3,March,19,5,Saturday,True,11
2022-03-20,2022,1,3,March,20,6,Sunday,True,11
2022-03-21,2022,1,3,March,21,0,Monday,False,12
2022-03-22,2022,1,3,March,22,1,Tuesday,False,12
2022-03-23,2022,1,3,March,23,2,Wednesday,False,12
2022-03-24,2022,1,3,March,24,3,Thursday,False,12
2022-03-25,2022,1,3,March,25,4,Friday,False,12
2022-03-26,2022,1,3,March,26,5,Saturday,True,12
2022-03-27,2022,1,3,March,27,6,Sunday,True,12
2022-03-28,2022,1,3,March,28,0,Monday,False,13
2022-03-29,2022,1,3,March,29,1,Tuesday,False,13
2022-03-30,2022,1,3,March,30,2,Wednesday,False,13
2022-03-31,2022,1,3,March,31,3,Thursday,False,13
2022-04-01,2022,2,4,April,1,4,Friday,False,13
2022-04-02,2022,2,4,April,2,5,Saturday,True,13
2022-04-03,2022,2,4,April,3,6,Sunday,True,13
2022-04-04,2022,2,4,April,4,0,Monday,False,14
2022-04-05,2022,2,4,April,5,1,Tuesday,False,14
2022-04-06,2022,2,4,April,6,2,Wednesday,False,14
2022-04-07,2022,2,4,April,7,3,Thursday,False,14
2022-04-08,2022,2,4,April,8,4,Friday,False,14
2022-04-09,2022,2,4,April,9,5,Saturday,True,14
2022-04-10,2022,2,4,April,10,6,Sunday,True,14
2022-04-11,2022,2,4,April,11,0,Monday,False,15
2022-04-12,2022,2,4,April,12,1,Tuesday,False,15
2022-04-13,2022,2,4,April,13,2,Wednesday,False,15
2022-04-14,2022,2,4,April,14,3,Thursday,False,15
2022-04-15,2022,2,4,April,15,4,Friday,False,15
2022-04-16,2022,2,4,April,16,5,Saturday,True,15
2022-04-17,2022,2,4,April,17,6,Sunday,True,15
2022-04-18,2022,2,4,April,18,0,Monday,False,16
2022-04-19,2022,2,4,April,19,1,Tuesday,False,16
2022-04-20,2022,2,4,April,20,2,Wednesday,False,16
2022-04-21,2022,2,4,April,21,3,Thursday,False,16
2022-04-22,2022,2,4,April,22,4,Friday,False,16
2022-04-23,2022,2,4,April,23,5,Saturday,True,16
2022-04-24,2022,2,4,April,24,6,Sunday,True,16
2022-04-25,2022,2,4,April,25,0,Monday,False,17
2022-04-26,2022,2,4,April,26,1,Tuesday,False,17
2022-04-27,2022,2,4,April,27,2,Wednesday,False,17
2022-04-28,2022,2,4,April,28,3,Thursday,False,17
2022-04-29,2022,2,4,April,29,4,Friday,False,17
2022-04-30,2022,2,4,April,30,5,Saturday,True,17
2022-05-01,2022,2,5,May,1,6,Sunday,True,17
2022-05-02,2022,2,5,May,2,0,Monday,False,18
2022-05-03,2022,2,5,May,3,1,Tuesday,False,18
2022-05-04,2022,2,5,May,4,2,Wednesday,False,18
2022-05-05,2022,2,5,May,5,3,Thursday,False,18
2022-05-06,2022,2,5,May,6,4,Friday,False,18
2022-05-07,2022,2,5,May,7,5,Saturday,True,18
2022-05-08,2022,2,5,May,8,6,Sunday,True,18
2022-05-09,2022,2,5,May,9,0,Monday,False,19
2022-05-10,2022,2,5,May,10,1,Tuesday,False,19
2022-05-11,2022,2,5,May,11,2,Wednesday,False,19
2022-05-12,2022,2,5,May,12,3,Thursday,False,19
2022-05-13,2022,2,5,May,13,4,Friday,False,19
2022-05-14,2022,2,5,May,14,5,Saturday,True,19
2022-05-15,2022,2,5,May,15,6,Sunday,True,19
2022-05-16,2022,2,5,May,16,0,Monday,False,20
2022-05-17,2022,2,5,May,17,1,Tuesday,False,20
2022-05-18,2022,2,5,May,18,2,Wednesday,False,20
2022-05-19,2022,2,5,May,19,3,Thursday,False,20
2022-05-20,2022,2,5,May,20,4,Friday,False,20
2022-05-21,2022,2,5,May,21,5,Saturday,True,20
2022-05-22,2022,2,5,May,22,6,Sunday,True,20
2022-05-23,2022,2,5,May,23,0,Monday,False,21
2022-05-24,2022,2,5,May,24,1,Tuesday,False,21
2022-05-25,2022,2,5,May,25,2,Wednesday,False,21
2022-05-26,2022,2,5,May,26,3,Thursday,False,21
2022-05-27,2022,2,5,May,27,4,Friday,False,21
2022-05-28,2022,2,5,May,28,5,Saturday,True,21
2022-05-29,2022,2,5,May,29,6,Sunday,True,21
2022-05-30,2022,2,5,May,30,0,Monday,False,22
2022-05-31,2022,2,5,May,31,1,Tuesday,False,22
2022-06-01,2022,2,6,June,1,2,Wednesday,False,22
2022-06-02,2022,2,6,June,2,3,Thursday,False,22
2022-06-03,2022,2,6,June,3,4,Friday,False,22
2022-06-04,2022,2,6,June,4,5,Saturday,True,22
2022-06-05,2022,2,6,June,5,6,Sunday,True,22
2022-06-06,2022,2,6,June,6,0,Monday,False,23
2022-06-07,2022,2,6,June,7,1,Tuesday,False,23
2022-06-08,2022,2,6,June,8,2,Wednesday,False,23
2022-06-09,2022,2,6,June,9,3,Thursday,False,23
2022-06-10,2022,2,6,June,10,4,Friday,False,23
2022-06-11,2022,2,6,June,11,5,Saturday,True,23
2022-06-12,2022,2,6,June,12,6,Sunday,True,23
2022-06-13,2022,2,6,June,13,0,Monday,False,24
2022-06-14,2022,2,6,June,14,1,Tuesday,False,24
2022-06-15,2022,2,6,June,15,2,Wednesday,False,24
2022-06-16,2022,2,6,June,16,3,Thursday,False,24
2022-06-17,2022,2,6,June,17,4,Friday,False,24
2022-06-18,2022,2,6,June,18,5,Saturday,True,24
2022-06-19,2022,2,6,June,19,6,Sunday,True,24
2022-06-20,2022,2,6,June,20,0,Monday,False,25
2022-06-21,2022,2,6,June,21,1,Tuesday,False,25
2022-06-22,2022,2,6,June,22,2,Wednesday,False,25
2022-06-23,2022,2,6,June,23,3,Thursday,False,25
2022-06-24,2022,2,6,June,24,4,Friday,False,25
2022-06-25,2022,2,6,June,25,5,Saturday,True,25
2022-06-26,2022,2,6,June,26,6,Sunday,True,25
2022-06-27,2022,2,6,June,27,0,Monday,False,26
2022-06-28,2022,2,6,June,28,1,Tuesday,False,26
2022-06-29,2022,2,6,June,29,2,Wednesday,False,26
2022-06-30,2022,2,6,June,30,3,Thursday,False,26
2022-07-01,2022,3,7,July,1,4,Friday,False,26
2022-07-02,2022,3,7,July,2,5,Saturday,True,26
2022-07-03,2022,3,7,July,3,6,Sunday,True,26
2022-07-04,2022,3,7,July,4,0,Monday,False,27
2022-07-05,2022,3,7,July,5,1,Tuesday,False,27
2022-07-06,2022,3,7,July,6,2,Wednesday,False,27
2022-07-07,2022,3,7,July,7,3,Thursday,False,27
2022-07-08,2022,3,7,July,8,4,Friday,False,27
2022-07-09,2022,3,7,July,9,5,Saturday,True,27
2022-07-10,2022,3,7,July,10,6,Sunday,True,27
2022-07-11,2022,3,7,July,11,0,Monday,False,28
2022-07-12,2022,3,7,July,12,1,Tuesday,False,28
2022-07-13,2022,3,7,July,13,2,Wednesday,False,28
2022-07-14,2022,3,7,July,14,3,Thursday,False,28
2022-07-15,2022,3,7,July,15,4,Friday,False,28
2022-07-16,2022,3,7,July,16,5,Saturday,True,28
2022-07-17,2022,3,7,July,17,6,Sunday,True,28
2022-07-18,2022,3,7,July,18,0,Monday,False,29
2022-07-19,2022,3,7,July,19,1,Tuesday,False,29
2022-07-20,2022,3,7,July,20,2,Wednesday,False,29
2022-07-21,2022,3,7,July,21,3,Thursday,False,29
2022-07-22,2022,3,7,July,22,4,Friday,False,29
2022-07-23,2022,3,7,July,23,5,Saturday,True,29
2022-07-24,2022,3,7,July,24,6,Sunday,True,29
2022-07-25,2022,3,7,July,25,0,Monday,False,30
2022-07-26,2022,3,7,July,26,1,Tuesday,False,30
2022-07-27,2022,3,7,July,27,2,Wednesday,False,30
2022-07-28,2022,3,7,July,28,3,Thursday,False,30
2022-07-29,2022,3,7,July,29,4,Friday,False,30
2022-07-30,2022,3,7,July,30,5,Saturday,True,30
2022-07-31,2022,3,7,July,31,6,Sunday,True,30
2022-08-01,2022,3,8,August,1,0,Monday,False,31
2022-08-02,2022,3,8,August,2,1,Tuesday,False,31
2022-08-03,2022,3,8,August,3,2,Wednesday,False,31
2022-08-04,2022,3,8,August,4,3,Thursday,False,31
2022-08-05,2022,3,8,August,5,4,Friday,False,31
2022-08-06,2022,3,8,August,6,5,Saturday,True,31
2022-08-07,2022,3,8,August,7,6,Sunday,True,31
2022-08-08,2022,3,8,August,8,0,Monday,False,32
2022-08-09,2022,3,8,August,9,1,Tuesday,False,32
2022-08-10,2022,3,8,August,10,2,Wednesday,False,32
2022-08-11,2022,3,8,August,11,3,Thursday,False,32
2022-08-12,2022,3,8,August,12,4,Friday,False,32
2022-08-13,2022,3,8,August,13,5,Saturday,True,32
2022-08-14,2022,3,8,August,14,6,Sunday,True,32
