date,year,quarter,month,month_name,day,day_of_week,day_name,is_weekend,week_of_year
2022-08-15,2022,3,8,August,15,0,Monday,False,33
2022-08-16,2022,3,8,August,16,1,Tuesday,False,33
2022-08-17,2022,3,8,August,17,2,Wednesday,False,33
2022-08-18,2022,3,8,August,18,3,Thursday,False,33
2022-08-19,2022,3,8,August,19,4,Friday,False,33
2022-08-20,2022,3,8,August,20,5,Saturday,True,33
2022-08-21,2022,3,8,August,21,6,Sunday,True,33
2022-08-22,2022,3,8,August,22,0,Monday,False,34
2022-08-23,2022,3,8,August,23,1,Tuesday,False,34
2022-08-24,2022,3,8,August,24,2,Wednesday,False,34
2022-08-25,2022,3,8,August,25,3,Thursday,False,34
2022-08-26,2022,3,8,August,26,4,Friday,False,34
2022-08-27,2022,3,8,August,27,5,Saturday,True,34
2022-08-28,2022,3,8,August,28,6,Sunday,True,34
2022-08-29,2022,3,8,August,29,0,Monday,False,35
2022-08-30,2022,3,8,August,30,1,Tuesday,False,35
2022-08-31,2022,3,8,August,31,2,Wednesday,False,35
2022-09-01,2022,3,9,September,1,3,Thursday,False,35
2022-09-02,2022,3,9,September,2,4,Friday,False,35
2022-09-03,2022,3,9,September,3,5,Saturday,True,35
2022-09-04,2022,3,9,September,4,6,Sunday,True,35
2022-09-05,2022,3,9,September,5,0,Monday,False,36
2022-09-06,2022,3,9,September,6,1,Tuesday,False,36
2022-09-07,2022,3,9,September,7,2,Wednesday,False,36
2022-09-08,2022,3,9,September,8,3,Thursday,False,36
2022-09-09,2022,3,9,September,9,4,Friday,False,36
2022-09-10,2022,3,9,September,10,5,Saturday,True,36
2022-09-11,2022,3,9,September,11,6,Sunday,True,36
2022-09-12,2022,3,9,September,12,0,Monday,False,37
2022-09-13,2022,3,9,September,13,1,Tuesday,False,37
2022-09-14,2022,3,9,September,14,2,Wednesday,False,37
2022-09-15,2022,3,9,September,15,3,Thursday,False,37
2022-09-16,2022,3,9,September,16,4,Friday,False,37
2022-09-17,2022,3,9,September,17,5,Saturday,True,37
2022-09-18,2022,3,9,September,18,6,Sunday,True,37
2022-09-19,2022,3,9,September,19,0,Monday,False,38
2022-09-20,2022,3,9,September,20,1,Tuesday,False,38
2022-09-21,2022,3,9,September,21,2,Wednesday,False,38
2022-09-22,2022,3,9,September,22,3,Thursday,False,38
2022-09-23,2022,3,9,September,23,4,Friday,False,38
2022-09-24,2022,3,9,September,24,5,Saturday,True,38
2022-09-25,2022,3,9,September,25,6,Sunday,True,38
2022-09-26,2022,3,9,September,26,0,Monday,False,39
2022-09-27,2022,3,9,September,27,1,Tuesday,False,39
2022-09-28,2022,3,9,September,28,2,Wednesday,False,39
2022-09-29,2022,3,9,September,29,3,Thursday,False,39
2022-09-30,2022,3,9,September,30,4,Friday,False,39
2022-10-01,2022,4,10,October,1,5,Saturday,True,39
2022-10-02,2022,4,10,October,2,6,Sunday,True,39
2022-10-03,2022,4,10,October,3,0,Monday,False,40
2022-10-04,2022,4,10,October,4,1,Tuesday,False,40
2022-10-05,2022,4,10,October,5,2,Wednesday,False,40
2022-10-06,2022,4,10,October,6,3,Thursday,False,40
2022-10-07,2022,4,10,October,7,4,Friday,False,40
2022-10-08,2022,4,10,October,8,5,Saturday,True,40
2022-10-09,2022,4,10,October,9,6,Sunday,True,40
2022-10-10,2022,4,10,October,10,0,Monday,False,41
2022-10-11,2022,4,10,October,11,1,Tuesday,False,41
2022-10-12,2022,4,10,October,12,2,Wednesday,False,41
2022-10-13,2022,4,10,October,13,3,Thursday,False,41
2022-10-14,2022,4,10,October,14,4,Friday,False,41
2022-10-15,2022,4,10,October,15,5,Saturday,True,41
2022-10-16,2022,4,10,October,16,6,Sunday,True,41
2022-10-17,2022,4,10,October,17,0,Monday,False,42
2022-10-18,2022,4,10,October,18,1,Tuesday,False,42
2022-10-19,2022,4,10,October,19,2,Wednesday,False,42
2022-10-20,2022,4,10,October,20,3,Thursday,False,42
2022-10-21,2022,4,10,October,21,4,Friday,False,42
2022-10-22,2022,4,10,October,22,5,Saturday,True,42
2022-10-23,2022,4,10,October,23,6,Sunday,True,42
2022-10-24,2022,4,10,October,24,0,Monday,False,43
2022-10-25,2022,4,10,October,25,1,Tuesday,False,43
2022-10-26,2022,4,10,October,26,2,Wednesday,False,43
2022-10-27,2022,4,10,October,27,3,Thursday,False,43
2022-10-28,2022,4,10,October,28,4,Friday,False,43
2022-10-29,2022,4,10,October,29,5,Saturday,True,43
2022-10-30,2022,4,10,October,30,6,Sunday,True,43
2022-10-31,2022,4,10,October,31,0,Monday,False,44
2022-11-01,2022,4,11,November,1,1,Tuesday,False,44
2022-11-02,2022,4,11,November,2,2,Wednesday,False,44
2022-11-03,2022,4,11,November,3,3,Thursday,False,44
2022-11-04,2022,4,11,November,4,4,Friday,False,44
2022-11-05,2022,4,11,November,5,5,Saturday,True,44
2022-11-06,2022,4,11,November,6,6,Sunday,True,44
2022-11-07,2022,4,11,November,7,0,Monday,False,45
2022-11-08,2022,4,11,November,8,1,Tuesday,False,45
2022-11-09,2022,4,11,November,9,2,Wednesday,False,45
2022-11-10,2022,4,11,November,10,3,Thursday,False,45
2022-11-11,2022,4,11,November,11,4,Friday,False,45
2022-11-12,2022,4,11,November,12,5,Saturday,True,45
2022-11-13,2022,4,11,November,13,6,Sunday,True,45
2022-11-14,2022,4,11,November,14,0,Monday,False,46
2022-11-15,2022,4,11,November,15,1,Tuesday,False,46
2022-11-16,2022,4,11,November,16,2,Wednesday,False,46
2022-11-17,2022,4,11,November,17,3,Thursday,False,46
2022-11-18,2022,4,11,November,18,4,Friday,False,46
2022-11-19,2022,4,11,November,19,5,Saturday,True,46
2022-11-20,2022,4,11,November,20,6,Sunday,True,46
2022-11-21,2022,4,11,November,21,0,Monday,False,47
2022-11-22,2022,4,11,November,22,1,Tuesday,False,47
2022-11-23,2022,4,11,November,23,2,Wednesday,False,47
2022-11-24,2022,4,11,November,24,3,Thursday,False,47
2022-11-25,2022,4,11,November,25,4,Friday,False,47
2022-11-26,2022,4,11,November,26,5,Saturday,True,47
2022-11-27,2022,4,11,November,27,6,Sunday,True,47
2022-11-28,2022,4,11,November,28,0,Monday,False,48
2022-11-29,2022,4,11,November,29,1,Tuesday,False,48
2022-11-30,2022,4,11,November,30,2,Wednesday,False,48
2022-12-01,2022,4,12,December,1,3,Thursday,False,48
2022-12-02,2022,4,12,December,2,4,Friday,False,48
2022-12-03,2022,4,12,December,3,5,Saturday,True,48
2022-12-04,2022,4,12,December,4,6,Sunday,True,48
2022-12-05,2022,4,12,December,5,0,Monday,False,49
2022-12-06,2022,4,12,December,6,1,Tuesday,False,49
2022-12-07,2022,4,12,December,7,2,Wednesday,False,49
2022-12-08,2022,4,12,December,8,3,Thursday,False,49
2022-12-09,2022,4,12,December,9,4,Friday,False,49
2022-12-10,2022,4,12,December,10,5,Saturday,True,49
2022-12-11,2022,4,12,December,11,6,Sunday,True,49
2022-12-12,2022,4,12,December,12,0,Monday,False,50
2022-12-13,2022,4,12,December,13,1,Tuesday,False,50
2022-12-14,2022,4,12,December,14,2,Wednesday,False,50
2022-12-15,2022,4,12,December,15,3,Thursday,False,50
2022-12-16,2022,4,12,December,16,4,Friday,False,50
2022-12-17,2022,4,12,December,17,5,Saturday,True,50
2022-12-18,2022,4,12,December,18,6,Sunday,True,50
2022-12-19,2022,4,12,December,19,0,Monday,False,51
2022-12-20,2022,4,12,December,20,1,Tuesday,False,51
2022-12-21,2022,4,12,December,21,2,Wednesday,False,51
2022-12-22,2022,4,12,December,22,3,Thursday,False,51
2022-12-23,2022,4,12,December,23,4,Friday,False,51
2022-12-24,2022,4,12,December,24,5,Saturday,True,51
2022-12-25,2022,4,12,December,25,6,Sunday,True,51
2022-12-26,2022,4,12,December,26,0,Monday,False,52
2022-12-27,2022,4,12,December,27,1,Tuesday,False,52
2022-12-28,2022,4,12,December,28,2,Wednesday,False,52
2022-12-29,2022,4,12,December,29,3,Thursday,False,52
2022-12-30,2022,4,12,December,30,4,Friday,False,52
2022-12-31,2022,4,12,December,31,5,Saturday,True,52
2023-01-01,2023,1,1,January,1,6,Sunday,True,52
2023-01-02,2023,1,1,January,2,0,Monday,False,1
2023-01-03,2023,1,1,January,3,1,Tuesday,False,1
2023-01-04,2023,1,1,January,4,2,Wednesday,False,1
2023-01-05,2023,1,1,January,5,3,Thursday,False,1
2023-01-06,2023,1,1,January,6,4,Friday,False,1
2023-01-07,2023,1,1,January,7,5,Saturday,True,1
2023-01-08,2023,1,1,January,8,6,Sunday,True,1
2023-01-09,2023,1,1,January,9,0,Monday,False,2
2023-01-10,2023,1,1,January,10,1,Tuesday,False,2
2023-01-11,2023,1,1,January,11,2,Wednesday,False,2
2023-01-12,2023,1,1,January,12,3,Thursday,False,2
2023-01-13,2023,1,1,January,13,4,Friday,False,2
2023-01-14,2023,1,1,January,14,5,Saturday,True,2
2023-01-15,2023,1,1,January,15,6,Sunday,True,2
2023-01-16,2023,1,1,January,16,0,Monday,False,3
2023-01-17,2023,1,1,January,17,1,Tuesday,False,3
2023-01-18,2023,1,1,January,18,2,Wednesday,False,3
2023-01-19,2023,1,1,January,19,3,Thursday,False,3
2023-01-20,2023,1,1,January,20,4,Friday,False,3
2023-01-21,2023,1,1,January,21,5,Saturday,True,3
2023-01-22,2023,1,1,January,22,6,Sunday,True,3
2023-01-23,2023,1,1,January,23,0,Monday,False,4
2023-01-24,2023,1,1,January,24,1,Tuesday,False,4
2023-01-25,2023,1,1,January,25,2,Wednesday,False,4
2023-01-26,2023,1,1,January,26,3,Thursday,False,4
2023-01-27,2023,1,1,January,27,4,Friday,False,4
2023-01-28,2023,1,1,January,28,5,Saturday,True,4
2023-01-29,2023,1,1,January,29,6,Sunday,True,4
2023-01-30,2023,1,1,January,30,0,Monday,False,5
2023-01-31,2023,1,1,January,31,1,Tuesday,False,5
2023-02-01,2023,1,2,February,1,2,Wednesday,False,5
2023-02-02,2023,1,2,February,2,3,Thursday,False,5
2023-02-03,2023,1,2,February,3,4,Friday,False,5
2023-02-04,2023,1,2,February,4,5,Saturday,True,5
2023-02-05,2023,1,2,February,5,6,Sunday,True,5
2023-02-06,2023,1,2,February,6,0,Monday,False,6
2023-02-07,2023,1,2,February,7,1,Tuesday,False,6
2023-02-08,2023,1,2,February,8,2,Wednesday,False,6
2023-02-09,2023,1,2,February,9,3,Thursday,False,6
2023-02-10,2023,1,2,February,10,4,Friday,False,6
2023-02-11,2023,1,2,February,11,5,Saturday,True,6
2023-02-12,2023,1,2,February,12,6,Sunday,True,6
2023-02-13,2023,1,2,February,13,0,Monday,False,7
2023-02-14,2023,1,2,February,14,1,Tuesday,False,7
2023-02-15,2023,1,2,February,15,2,Wednesday,False,7
2023-02-16,2023,1,2,February,16,3,Thursday,False,7
2023-02-17,2023,1,2,February,17,4,Friday,False,7
2023-02-18,2023,1,2,February,18,5,Saturday,True,7
2023-02-19,2023,1,2,February,19,6,Sunday,True,7
2023-02-20,2023,1,2,February,20,0,Monday,False,8
2023-02-21,2023,1,2,February,21,1,Tuesday,False,8
2023-02-22,2023,1,2,February,22,2,Wednesday,False,8
2023-02-23,2023,1,2,February,23,3,Thursday,False,8
2023-02-24,2023,1,2,February,24,4,Friday,False,8
2023-02-25,2023,1,2,February,25,5,Saturday,True,8
2023-02-26,2023,1,2,February,26,6,Sunday,True,8
2023-02-27,2023,1,2,February,27,0,Monday,False,9
2023-02-28,2023,1,2,February,28,1,Tuesday,False,9
2023-03-01,2023,1,3,March,1,2,Wednesday,False,9
2023-03-02,2023,1,3,March,2,3,Thursday,False,9
2023-03-03,2023,1,3,March,3,4,Friday,False,9
2023-03-04,2023,1,3,March,4,5,Saturday,True,9
2023-03-05,2023,1,3,March,5,6,Sunday,True,9
2023-03-06,2023,1,3,March,6,0,Monday,False,10
2023-03-07,2023,1,3,March,7,1,Tuesday,False,10
2023-03-08,2023,1,3,March,8,2,Wednesday,False,10
2023-03-09,2023,1,3,March,9,3,Thursday,False,10
2023-03-10,2023,1,3,March,10,4,Friday,False,10
2023-03-11,2023,1,3,March,11,5,Saturday,True,10
2023-03-12,2023,1,3,March,12,6,Sunday,True,10
2023-03-13,2023,1,3,March,13,0,Monday,False,11
2023-03-14,2023,1,3,March,14,1,Tuesday,False,11
2023-03-15,2023,1,3,March,15,2,Wednesday,False,11
2023-03-16,2023,1,3,March,16,3,Thursday,False,11
2023-03-17,2023,1,3,March,17,4,Friday,False,11
2023-03-18,2023,1,3,March,18,5,Saturday,True,11
2023-03-19,2023,1,3,March,19,6,Sunday,True,11
2023-03-20,2023,1,3,March,20,0,Monday,False,12
2023-03-21,2023,1,3,March,21,1,Tuesday,False,12
2023-03-22,2023,1,3,March,22,2,Wednesday,False,12
2023-03-23,2023,1,3,March,23,3,Thursday,False,12
2023-03-24,2023,1,3,March,24,4,Friday,False,12
2023-03-25,2023,1,3,March,25,5,Saturday,True,12
2023-03-26,2023,1,3,March,26,6,Sunday,True,12
2023-03-27,2023,1,3,March,27,0,Monday,False,13
2023-03-28,2023,1,3,March,28,1,Tuesday,False,13
2023-03-29,2023,1,3,March,29,2,Wednesday,False,13
2023-03-30,2023,1,3,March,30,3,Thursday,False,13
2023-03-31,2023,1,3,March,31,4,Friday,False,13
2023-04-01,2023,2,4,April,1,5,Saturday,True,13
2023-04-02,2023,2,4,April,2,6,Sunday,True,13
2023-04-03,2023,2,4,April,3,0,Monday,False,14
2023-04-04,2023,2,4,April,4,1,Tuesday,False,14
2023-04-05,2023,2,4,April,5,2,Wednesday,False,14
2023-04-06,2023,2,4,April,6,3,Thursday,False,14
2023-04-07,2023,2,4,April,7,4,Friday,False,14
2023-04-08,2023,2,4,April,8,5,Saturday,True,14
2023-04-09,2023,2,4,April,9,6,Sunday,True,14
2023-04-10,2023,2,4,April,10,0,Monday,False,15
2023-04-11,2023,2,4,April,11,1,Tuesday,False,15
2023-04-12,2023,2,4,April,12,2,Wednesday,False,15
2023-04-13,2023,2,4,April,13,3,Thursday,False,15
2023-04-14,2023,2,4,April,14,4,Friday,False,15
2023-04-15,2023,2,4,April,15,5,Saturday,True,15
2023-04-16,2023,2,4,April,16,6,Sunday,True,15
2023-04-17,2023,2,4,April,17,0,Monday,False,16
2023-04-18,2023,2,4,April,18,1,Tuesday,False,16
2023-04-19,2023,2,4,April,19,2,Wednesday,False,16
2023-04-20,2023,2,4,April,20,3,Thursday,False,16
2023-04-21,2023,2,4,April,21,4,Friday,False,16
2023-04-22,2023,2,4,April,22,5,Saturday,True,16
2023-04-23,2023,2,4,April,23,6,Sunday,True,16
2023-04-24,2023,2,4,April,24,0,Monday,False,17
2023-04-25,2023,2,4,April,25,1,Tuesday,False,17
2023-04-26,2023,2,4,April,26,2,Wednesday,False,17
2023-04-27,2023,2,4,April,27,3,Thursday,False,17
2023-04-28,2023,2,4,April,28,4,Friday,False,17
2023-04-29,2023,2,4,April,29,5,Saturday,True,17
2023-04-30,2023,2,4,April,30,6,Sunday,True,17
2023-05-01,2023,2,5,May,1,0,Monday,False,18
2023-05-02,2023,2,5,May,2,1,Tuesday,False,18
2023-05-03,2023,2,5,May,3,2,Wednesday,False,18
2023-05-04,2023,2,5,May,4,3,Thursday,False,18
2023-05-05,2023,2,5,May,5,4,Friday,False,18
2023-05-06,2023,2,5,May,6,5,Saturday,True,18
2023-05-07,2023,2,5,May,7,6,Sunday,True,18
2023-05-08,2023,2,5,May,8,0,Monday,False,19
2023-05-09,2023,2,5,May,9,1,Tuesday,False,19
2023-05-10,2023,2,5,May,10,2,Wednesday,False,19
2023-05-11,2023,2,5,May,11,3,Thursday,False,19
2023-05-12,2023,2,5,May,12,4,Friday,False,19
2023-05-13,2023,2,5,May,13,5,Saturday,True,19
2023-05-14,2023,2,5,May,14,6,Sunday,True,19
2023-05-15,2023,2,5,May,15,0,Monday,False,20
2023-05-16,2023,2,5,May,16,1,Tuesday,False,20
2023-05-17,2023,2,5,May,17,2,Wednesday,False,20
2023-05-18,2023,2,5,May,18,3,Thursday,False,20
2023-05-19,2023,2,5,May,19,4,Friday,False,20
2023-05-20,2023,2,5,May,20,5,Saturday,True,20
2023-05-21,2023,2,5,May,21,6,Sunday,True,20
2023-05-22,2023,2,5,May,22,0,Monday,False,21
2023-05-23,2023,2,5,May,23,1,Tuesday,False,21
2023-05-24,2023,2,5,May,24,2,Wednesday,False,21
2023-05-25,2023,2,5,May,25,3,Thursday,False,21
2023-05-26,2023,2,5,May,26,4,Friday,False,21
2023-05-27,2023,2,5,May,27,5,Saturday,True,21
2023-05-28,2023,2,5,May,28,6,Sunday,True,21
2023-05-29,2023,2,5,May,29,0,Monday,False,22
2023-05-30,2023,2,5,May,30,1,Tuesday,False,22
2023-05-31,2023,2,5,May,31,2,Wednesday,False,22
2023-06-01,2023,2,6,June,1,3,Thursday,False,22
2023-06-02,2023,2,6,June,2,4,Friday,False,22
2023-06-03,2023,2,6,June,3,5,Saturday,True,22
2023-06-04,2023,2,6,June,4,6,Sunday,True,22
2023-06-05,2023,2,6,June,5,0,Monday,False,23
2023-06-06,2023,2,6,June,6,1,Tuesday,False,23
2023-06-07,2023,2,6,June,7,2,Wednesday,False,23
2023-06-08,2023,2,6,June,8,3,Thursday,False,23
2023-06-09,2023,2,6,June,9,4,Friday,False,23
2023-06-10,2023,2,6,June,10,5,Saturday,True,23
2023-06-11,2023,2,6,June,11,6,Sunday,True,23
2023-06-12,2023,2,6,June,12,0,Monday,False,24
2023-06-13,2023,2,6,June,13,1,Tuesday,False,24
2023-06-14,2023,2,6,June,14,2,Wednesday,False,24
2023-06-15,2023,2,6,June,15,3,Thursday,False,24
2023-06-16,2023,2,6,June,16,4,Friday,False,24
2023-06-17,2023,2,6,June,17,5,Saturday,True,24
2023-06-18,2023,2,6,June,18,6,Sunday,True,24
2023-06-19,2023,2,6,June,19,0,Monday,False,25
2023-06-20,2023,2,6,June,20,1,Tuesday,False,25
2023-06-21,2023,2,6,June,21,2,Wednesday,False,25
2023-06-22,2023,2,6,June,22,3,Thursday,False,25
2023-06-23,2023,2,6,June,23,4,Friday,False,25
2023-06-24,2023,2,6,June,24,5,Saturday,True,25
2023-06-25,2023,2,6,June,25,6,Sunday,True,25
2023-06-26,2023,2,6,June,26,0,Monday,False,26
2023-06-27,2023,2,6,June,27,1,Tuesday,False,26
2023-06-28,2023,2,6,June,28,2,Wednesday,False,26
2023-06-29,2023,2,6,June,29,3,Thursday,False,26
2023-06-30,2023,2,6,June,30,4,Friday,False,26
2023-07-01,2023,3,7,July,1,5,Saturday,True,26
2023-07-02,2023,3,7,July,2,6,Sunday,True,26
2023-07-03,2023,3,7,July,3,0,Monday,False,27
2023-07-04,2023,3,7,July,4,1,Tuesday,False,27
2023-07-05,2023,3,7,July,5,2,Wednesday,False,27
2023-07-06,2023,3,7,July,6,3,Thursday,False,27
2023-07-07,2023,3,7,July,7,4,Friday,False,27
2023-07-08,2023,3,7,July,8,5,Saturday,True,27
2023-07-09,2023,3,7,July,9,6,Sunday,True,27
2023-07-10,2023,3,7,July,10,0,Monday,False,28
2023-07-11,2023,3,7,July,11,1,Tuesday,False,28
2023-07-12,2023,3,7,July,12,2,Wednesday,False,28
2023-07-13,2023,3,7,July,13,3,Thursday,False,28
2023-07-14,2023,3,7,July,14,4,Friday,False,28
2023-07-15,2023,3,7,July,15,5,Saturday,True,28
2023-07-16,2023,3,7,July,16,6,Sunday,True,28
2023-07-17,2023,3,7,July,17,0,Monday,False,29
2023-07-18,2023,3,7,July,18,1,Tuesday,False,29
2023-07-19,2023,3,7,July,19,2,Wednesday,False,29
2023-07-20,2023,3,7,July,20,3,Thursday,False,29
2023-07-21,2023,3,7,July,21,4,Friday,False,29
2023-07-22,2023,3,7,July,22,5,Saturday,True,29
2023-07-23,2023,3,7,July,23,6,Sunday,True,29
2023-07-24,2023,3,7,July,24,0,Monday,False,30
2023-07-25,2023,3,7,July,25,1,Tuesday,False,30
2023-07-26,2023,3,7,July,26,2,Wednesday,False,30
2023-07-27,2023,3,7,July,27,3,Thursday,False,30
2023-07-28,2023,3,7,July,28,4,Friday,False,30
2023-07-29,2023,3,7,July,29,5,Saturday,True,30
2023-07-30,2023,3,7,July,30,6,Sunday,True,30
2023-07-31,2023,3,7,July,31,0,Monday,False,31
2023-08-01,2023,3,8,August,1,1,Tuesday,False,31
2023-08-02,2023,3,8,August,2,2,Wednesday,False,31
2023-08-03,2023,3,8,August,3,3,Thursday,False,31
2023-08-04,2023,3,8,August,4,4,Friday,False,31
2023-08-05,2023,3,8,August,5,5,Saturday,True,31
2023-08-06,2023,3,8,August,6,6,Sunday,True,31
2023-08-07,2023,3,8,August,7,0,Monday,False,32
2023-08-08,2023,3,8,August,8,1,Tuesday,False,32
2023-08-09,2023,3,8,August,9,2,Wednesday,False,32
2023-08-10,2023,3,8,August,10,3,Thursday,False,32
2023-08-11,2023,3,8,August,11,4,Friday,False,32
2023-08-12,2023,3,8,August,12,5,Saturday,True,32
2023-08-13,2023,3,8,August,13,6,Sunday,True,32
2023-08-14,2023,3,8,August,14,0,Monday,False,33
2023-08-15,2023,3,8,August,15,1,Tuesday,False,33
2023-08-16,2023,3,8,August,16,2,Wednesday,False,33
2023-08-17,2023,3,8,August,17,3,Thursday,False,33
2023-08-18,2023,3,8,August,18,4,Friday,False,33
2023-08-19,2023,3,8,August,19,5,Saturday,True,33
2023-08-20,2023,3,8,August,20,6,Sunday,True,33
2023-08-21,2023,3,8,August,21,0,Monday,False,34
2023-08-22,2023,3,8,August,22,1,Tuesday,False,34
2023-08-23,2023,3,8,August,23,2,Wednesday,False,34
2023-08-24,2023,3,8,August,24,3,Thursday,False,34
2023-08-25,2023,3,8,August,25,4,Friday,False,34
2023-08-26,2023,3,8,August,26,5,Saturday,True,34
2023-08-27,2023,3,8,August,27,6,Sunday,True,34
2023-08-28,2023,3,8,August,28,0,Monday,False,35
2023-08-29,2023,3,8,August,29,1,Tuesday,False,35
2023-08-30,2023,3,8,August,30,2,Wednesday,False,35
2023-08-31,2023,3,8,August,31,3,Thursday,False,35
2023-09-01,2023,3,9,September,1,4,Friday,False,35
2023-09-02,2023,3,9,September,2,5,Saturday,True,35
2023-09-03,2023,3,9,September,3,6,Sunday,True,35
2023-09-04,2023,3,9,September,4,0,Monday,False,36
2023-09-05,2023,3,9,September,5,1,Tuesday,False,36
2023-09-06,2023,3,9,September,6,2,Wednesday,False,36
2023-09-07,2023,3,9,September,7,3,Thursday,False,36
2023-09-08,2023,3,9,September,8,4,Friday,False,36
2023-09-09,2023,3,9,September,9,5,Saturday,True,36
2023-09-10,2023,3,9,September,10,6,Sunday,True,36
2023-09-11,2023,3,9,September,11,0,Monday,False,37
2023-09-12,2023,3,9,September,12,1,Tuesday,False,37
2023-09-13,2023,3,9,September,13,2,Wednesday,False,37
2023-09-14,2023,3,9,September,14,3,Thursday,False,37
2023-09-15,2023,3,9,September,15,4,Friday,False,37
2023-09-16,2023,3,9,September,16,5,Saturday,True,37
2023-09-17,2023,3,9,September,17,6,Sunday,True,37
2023-09-18,2023,3,9,September,18,0,Monday,False,38
2023-09-19,2023,3,9,September,19,1,Tuesday,False,38
2023-09-20,2023,3,9,September,20,2,Wednesday,False,38
2023-09-21,2023,3,9,September,21,3,Thursday,False,38
2023-09-22,2023,3,9,September,22,4,Friday,False,38
2023-09-23,2023,3,9,September,23,5,Saturday,True,38
2023-09-24,2023,3,9,September,24,6,Sunday,True,38
2023-09-25,2023,3,9,September,25,0,Monday,False,39
2023-09-26,2023,3,9,September,26,1,Tuesday,False,39
2023-09-27,2023,3,9,September,27,2,Wednesday,False,39
2023-09-28,2023,3,9,September,28,3,Thursday,False,39
2023-09-29,2023,3,9,September,29,4,Friday,False,39
2023-09-30,2023,3,9,September,30,5,Saturday,True,39
2023-10-01,2023,4,10,October,1,6,Sunday,True,39
2023-10-02,2023,4,10,October,2,0,Monday,False,40
2023-10-03,2023,4,10,October,3,1,Tuesday,False,40
2023-10-04,2023,4,10,October,4,2,Wednesday,False,40
2023-10-05,2023,4,10,October,5,3,Thursday,False,40
2023-10-06,2023,4,10,October,6,4,Friday,False,40
2023-10-07,2023,4,10,October,7,5,Saturday,True,40
2023-10-08,2023,4,10,October,8,6,Sunday,True,40
2023-10-09,2023,4,10,October,9,0,Monday,False,41
2023-10-10,2023,4,10,October,10,1,Tuesday,False,41
2023-10-11,2023,4,10,October,11,2,Wednesday,False,41
2023-10-12,2023,4,10,October,12,3,Thursday,False,41
2023-10-13,2023,4,10,October,13,4,Friday,False,41
2023-10-14,2023,4,10,October,14,5,Saturday,True,41
2023-10-15,2023,4,10,October,15,6,Sunday,True,41
2023-10-16,2023,4,10,October,16,0,Monday,False,42
2023-10-17,2023,4,10,October,17,1,Tuesday,False,42
2023-10-18,2023,4,10,October,18,2,Wednesday,False,42
2023-10-19,2023,4,10,October,19,3,Thursday,False,42
2023-10-20,2023,4,10,October,20,4,Friday,False,42
2023-10-21,2023,4,10,October,21,5,Saturday,True,42
2023-10-22,2023,4,10,October,22,6,Sunday,True,42
2023-10-23,2023,4,10,October,23,0,Monday,False,43
2023-10-24,2023,4,10,October,24,1,Tuesday,False,43
2023-10-25,2023,4,10,October,25,2,Wednesday,False,43
2023-10-26,2023,4,10,October,26,3,Thursday,False,43
2023-10-27,2023,4,10,October,27,4,Friday,False,43
2023-10-28,2023,4,10,October,28,5,Saturday,True,43
2023-10-29,2023,4,10,October,29,6,Sunday,True,43
2023-10-30,2023,4,10,October,30,0,Monday,False,44
2023-10-31,2023,4,10,October,31,1,Tuesday,False,44
2023-11-01,2023,4,11,November,1,2,Wednesday,False,44
2023-11-02,2023,4,11,November,2,3,Thursday,False,44
2023-11-03,2023,4,11,November,3,4,Friday,False,44
2023-11-04,2023,4,11,November,4,5,Saturday,True,44
2023-11-05,2023,4,11,November,5,6,Sunday,True,44
2023-11-06,2023,4,11,November,6,0,Monday,False,45
2023-11-07,2023,4,11,November,7,1,Tuesday,False,45
2023-11-08,2023,4,11,November,8,2,Wednesday,False,45
2023-11-09,2023,4,11,November,9,3,Thursday,False,45
2023-11-10,2023,4,11,November,10,4,Friday,False,45
2023-11-11,2023,4,11,November,11,5,Saturday,True,45
2023-11-12,2023,4,11,November,12,6,Sunday,True,45
2023-11-13,2023,4,11,November,13,0,Monday,False,46
2023-11-14,2023,4,11,November,14,1,Tuesday,False,46
2023-11-15,2023,4,11,November,15,2,Wednesday,False,46
2023-11-16,2023,4,11,November,16,3,Thursday,False,46
2023-11-17,2023,4,11,November,17,4,Friday,False,46
2023-11-18,2023,4,11,November,18,5,Saturday,True,46
2023-11-19,2023,4,11,November,19,6,Sunday,True,46
2023-11-20,2023,4,11,November,20,0,Monday,False,47
2023-11-21,2023,4,11,November,21,1,Tuesday,False,47
2023-11-22,2023,4,11,November,22,2,Wednesday,False,47
2023-11-23,2023,4,11,November,23,3,Thursday,False,47
2023-11-24,2023,4,11,November,24,4,Friday,False,47
2023-11-25,2023,4,11,November,25,5,Saturday,True,47
2023-11-26,2023,4,11,November,26,6,Sunday,True,47
2023-11-27,2023,4,11,November,27,0,Monday,False,48
2023-11-28,2023,4,11,November,28,1,Tuesday,False,48
2023-11-29,2023,4,11,November,29,2,Wednesday,False,48
2023-11-30,2023,4,11,November,30,3,Thursday,False,48
2023-12-01,2023,4,12,December,1,4,Friday,False,48
2023-12-02,2023,4,12,December,2,5,Saturday,True,48
2023-12-03,2023,4,12,December,3,6,Sunday,True,48
2023-12-04,2023,4,12,December,4,0,Monday,False,49
2023-12-05,2023,4,12,December,5,1,Tuesday,False,49
2023-12-06,2023,4,12,December,6,2,Wednesday,False,49
2023-12-07,2023,4,12,December,7,3,Thursday,False,49
2023-12-08,2023,4,12,December,8,4,Friday,False,49
